freq,indic_env\TIME_PERIOD	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,PH_GLB	8.110209 	8.109020 	8.107591 	8.104618 	8.103392 	8.102387 	8.101378 	8.100578 	8.100015 	8.098082 	8.095890 	8.094436 	8.094322 	8.090934 	8.088261 	8.087170 	8.085931 	8.084703 	8.082688 	8.081276 	8.079414 	8.077796 	8.075752 	8.074051 	8.073098 	8.071523 	8.069221 	8.067682 	8.065316 	8.064261 	8.062893 	8.059907 	8.057357 	8.055486 	8.053486 	8.051399 	8.049206 	8.047449 
